#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,2,3
# Vessel count: 2,2,2
# Number of cargoes: 30
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 1 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
6
# for each vessel: vessel index, home port, starting time, capacity
1,8,80,13200
2,13,125,13200
3,31,0,16500
4,14,0,16500
5,12,42,24000
6,12,0,24000
# number of cargoes
30
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,3,5,7,9,10,11,12,14,15,17,21,22,23,25,26,27,28,29,30
2,1,3,5,7,9,10,11,12,14,15,17,21,22,23,25,26,27,28,29,30
3,1,3,4,5,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
4,1,3,4,5,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21,22,23,24,25,26,27,28,29,30
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,17,37,5760,817174,1038,1110,1038,1759
2,33,36,16829,692220,237,309,237,702
3,17,27,8257,457167,648,720,648,1073
4,6,1,13835,358130,739,811,739,1133
5,38,33,8316,805676,1132,1204,1132,1640
6,10,38,17698,631605,840,912,840,1350
7,26,6,6648,282996,909,981,909,1427
8,14,35,14772,808197,1042,1114,1042,1595
9,31,36,6600,522861,1299,1371,1299,1813
10,9,18,3642,530244,598,670,598,1054
11,7,5,11705,441066,130,202,130,610
12,25,18,5764,544307,405,477,405,1722
13,39,17,17181,726133,879,951,879,1509
14,2,34,5615,528186,1162,1234,1162,1683
15,17,15,11506,462438,508,580,508,939
16,15,8,13690,238082,883,955,883,1280
17,11,36,4171,564731,963,1035,963,1390
18,11,35,10679,669744,33,105,33,565
19,31,35,15174,660382,0,72,0,540
20,29,18,14488,557218,146,218,146,723
21,17,35,10129,950724,342,414,342,969
22,33,27,12342,699927,217,289,217,773
23,16,14,6568,245377,144,216,144,535
24,4,36,15718,410807,123,195,123,586
25,17,3,13076,692341,181,253,181,598
26,17,38,12581,966413,780,852,780,1429
27,10,36,10736,454526,411,483,411,834
28,22,20,10244,569272,484,556,484,1196
29,11,34,9064,561260,387,459,387,880
30,18,25,7739,752824,1395,1467,1395,1988
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
2,15,11,104,70881
3,15,11,97,57364
4,15,11,97,57364
5,15,11,117,78615
6,15,11,117,78615
1,15,12,58,39194
2,15,12,58,39194
3,15,12,54,31719
4,15,12,54,31719
5,15,12,65,43470
6,15,12,65,43470
1,15,13,53,35966
2,15,13,53,35966
3,15,13,49,29107
4,15,13,49,29107
5,15,13,60,39890
6,15,13,60,39890
1,15,14,20,13622
2,15,14,20,13622
3,15,14,19,11024
4,15,14,19,11024
5,15,14,23,15108
6,15,14,23,15108
1,15,15,0,0
2,15,15,0,0
3,15,15,0,0
4,15,15,0,0
5,15,15,0,0
6,15,15,0,0
1,15,16,20,13735
2,15,16,20,13735
3,15,16,19,11116
4,15,16,19,11116
5,15,16,23,15234
6,15,16,23,15234
1,15,17,55,37586
2,15,17,55,37586
3,15,17,52,30418
4,15,17,52,30418
5,15,17,62,41687
6,15,17,62,41687
1,15,18,63,42781
2,15,18,63,42781
3,15,18,59,34622
4,15,18,59,34622
5,15,18,71,47449
6,15,18,71,47449
1,15,19,26,17936
2,15,19,26,17936
3,15,19,25,14515
4,15,19,25,14515
5,15,19,30,19893
6,15,19,30,19893
1,15,20,90,61075
2,15,20,90,61075
3,15,20,84,49428
4,15,20,84,49428
5,15,20,101,67739
6,15,20,101,67739
1,15,21,92,62342
2,15,21,92,62342
3,15,21,86,50453
4,15,21,86,50453
5,15,21,103,69145
6,15,21,103,69145
1,15,22,44,29687
2,15,22,44,29687
3,15,22,41,24026
4,15,22,41,24026
5,15,22,49,32927
6,15,22,49,32927
1,15,23,42,28501
2,15,23,42,28501
3,15,23,39,23065
4,15,23,39,23065
5,15,23,47,31610
6,15,23,47,31610
1,15,24,44,29687
2,15,24,44,29687
3,15,24,41,24026
4,15,24,41,24026
5,15,24,49,32927
6,15,24,49,32927
1,15,25,93,62940
2,15,25,93,62940
3,15,25,86,50937
4,15,25,86,50937
5,15,25,104,69808
6,15,25,104,69808
1,15,26,20,13790
2,15,26,20,13790
3,15,26,19,11160
4,15,26,19,11160
5,15,26,23,15294
6,15,26,23,15294
1,15,27,60,40817
2,15,27,60,40817
3,15,27,56,33033
4,15,27,56,33033
5,15,27,68,45271
6,15,27,68,45271
1,15,28,39,26459
2,15,28,39,26459
3,15,28,36,21413
4,15,28,36,21413
5,15,28,44,29346
6,15,28,44,29346
1,15,29,139,94623
2,15,29,139,94623
3,15,29,130,76578
4,15,29,130,76578
5,15,29,157,104948
6,15,29,157,104948
1,15,30,65,43807
2,15,30,65,43807
3,15,30,60,35453
4,15,30,60,35453
5,15,30,73,48587
6,15,30,73,48587
1,15,31,74,50172
2,15,31,74,50172
3,15,31,69,40604
4,15,31,69,40604
5,15,31,83,55646
6,15,31,83,55646
1,15,32,24,16006
2,15,32,24,16006
3,15,32,22,12954
4,15,32,22,12954
5,15,32,27,17752
6,15,32,27,17752
1,15,33,108,73280
2,15,33,108,73280
3,15,33,101,59306
4,15,33,101,59306
5,15,33,121,81276
6,15,33,121,81276
1,15,34,175,118755
2,15,34,175,118755
3,15,34,163,96108
4,15,34,163,96108
5,15,34,197,131714
6,15,34,197,131714
1,15,35,213,144905
2,15,35,213,144905
3,15,35,199,117272
4,15,35,199,117272
5,15,35,240,160717
6,15,35,240,160717
1,15,36,172,116767
2,15,36,172,116767
3,15,36,160,94499
4,15,36,160,94499
5,15,36,194,129508
6,15,36,194,129508
1,15,37,231,156968
2,15,37,231,156968
3,15,37,215,127033
4,15,37,215,127033
5,15,37,260,174095
6,15,37,260,174095
1,15,38,225,153045
2,15,38,225,153045
3,15,38,210,123859
4,15,38,210,123859
5,15,38,254,169745
6,15,38,254,169745
1,15,39,173,117721
2,15,39,173,117721
3,15,39,161,95271
4,15,39,161,95271
5,15,39,195,130566
6,15,39,195,130566
1,16,1,21,14424
2,16,1,21,14424
3,16,1,20,11673
4,16,1,20,11673
5,16,1,24,15998
6,16,1,24,15998
1,16,2,52,35265
2,16,2,52,35265
3,16,2,48,28540
4,16,2,48,28540
5,16,2,58,39113
6,16,2,58,39113
1,16,3,5,3482
2,16,3,5,3482
3,16,3,5,2818
4,16,3,5,2818
5,16,3,6,3862
6,16,3,6,3862
1,16,4,115,78023
2,16,4,115,78023
3,16,4,107,63143
4,16,4,107,63143
5,16,4,129,86536
6,16,4,129,86536
1,16,5,48,32278
2,16,5,48,32278
3,16,5,44,26123
4,16,5,44,26123
5,16,5,54,35800
6,16,5,54,35800
1,16,6,2,1487
2,16,6,2,1487
3,16,6,2,1203
4,16,6,2,1203
5,16,6,2,1649
6,16,6,2,1649
1,16,7,1,955
2,16,7,1,955
3,16,7,1,773
4,16,7,1,773
5,16,7,2,1059
6,16,7,2,1059
1,16,8,24,16451
2,16,8,24,16451
3,16,8,23,13314
4,16,8,23,13314
5,16,8,27,18247
6,16,8,27,18247
1,16,9,69,46970
2,16,9,69,46970
3,16,9,64,38013
4,16,9,64,38013
5,16,9,78,52096
6,16,9,78,52096
1,16,10,97,65996
2,16,10,97,65996
3,16,10,91,53411
4,16,10,91,53411
5,16,10,109,73198
6,16,10,109,73198
1,16,11,91,61674
2,16,11,91,61674
3,16,11,85,49912
4,16,11,85,49912
5,16,11,102,68404
6,16,11,102,68404
1,16,12,44,29987
2,16,12,44,29987
3,16,12,41,24268
4,16,12,41,24268
5,16,12,50,33259
6,16,12,50,33259
1,16,13,39,26759
2,16,13,39,26759
3,16,13,37,21656
4,16,13,37,21656
5,16,13,44,29679
6,16,13,44,29679
1,16,14,4,2796
2,16,14,4,2796
3,16,14,4,2263
4,16,14,4,2263
5,16,14,5,3101
6,16,14,5,3101
1,16,15,20,13735
2,16,15,20,13735
3,16,15,19,11116
4,16,15,19,11116
5,16,15,23,15234
6,16,15,23,15234
1,16,16,0,0
2,16,16,0,0
3,16,16,0,0
4,16,16,0,0
5,16,16,0,0
6,16,16,0,0
1,16,17,49,33372
2,16,17,49,33372
3,16,17,46,27008
4,16,17,46,27008
5,16,17,55,37013
6,16,17,55,37013
1,16,18,75,50833
2,16,18,75,50833
3,16,18,70,41139
4,16,18,70,41139
5,16,18,84,56380
6,16,18,84,56380
1,16,19,36,24202
2,16,19,36,24202
3,16,19,33,19587
4,16,19,33,19587
5,16,19,40,26843
6,16,19,40,26843
1,16,20,76,51868
2,16,20,76,51868
3,16,20,71,41977
4,16,20,71,41977
5,16,20,86,57528
6,16,20,86,57528
1,16,21,78,53135
2,16,21,78,53135
3,16,21,73,43002
4,16,21,73,43002
5,16,21,88,58933
6,16,21,88,58933
1,16,22,38,25474
2,16,22,38,25474
3,16,22,35,20616
4,16,22,35,20616
5,16,22,42,28253
6,16,22,42,28253
1,16,23,36,24287
2,16,23,36,24287
3,16,23,33,19655
4,16,23,33,19655
5,16,23,40,26937
6,16,23,40,26937
1,16,24,38,25474
2,16,24,38,25474
3,16,24,35,20616
4,16,24,35,20616
5,16,24,42,28253
6,16,24,42,28253
1,16,25,79,53733
2,16,25,79,53733
3,16,25,74,43486
4,16,25,74,43486
5,16,25,89,59596
6,16,25,89,59596
1,16,26,9,6296
2,16,26,9,6296
3,16,26,9,5096
4,16,26,9,5096
5,16,26,10,6983
6,16,26,10,6983
1,16,27,54,36603
2,16,27,54,36603
3,16,27,50,29623
4,16,27,50,29623
5,16,27,61,40598
6,16,27,61,40598
1,16,28,25,17295
2,16,28,25,17295
3,16,28,24,13997
4,16,28,24,13997
5,16,28,29,19183
6,16,28,29,19183
1,16,29,126,85416
2,16,29,126,85416
3,16,29,117,69127
4,16,29,117,69127
5,16,29,142,94736
6,16,29,142,94736
1,16,30,51,34600
2,16,30,51,34600
3,16,30,47,28002
4,16,30,47,28002
5,16,30,57,38376
6,16,30,57,38376
1,16,31,60,40965
2,16,31,60,40965
3,16,31,56,33153
4,16,31,56,33153
5,16,31,68,45435
6,16,31,68,45435
1,16,32,16,11191
2,16,32,16,11191
3,16,32,15,9057
4,16,32,15,9057
5,16,32,19,12412
6,16,32,19,12412
1,16,33,94,64074
2,16,33,94,64074
3,16,33,88,51855
4,16,33,88,51855
5,16,33,106,71065
6,16,33,106,71065
1,16,34,161,109549
2,16,34,161,109549
3,16,34,150,88657
4,16,34,150,88657
5,16,34,182,121502
6,16,34,182,121502
1,16,35,200,135699
2,16,35,200,135699
3,16,35,186,109820
4,16,35,186,109820
5,16,35,225,150505
6,16,35,225,150505
1,16,36,158,107560
2,16,36,158,107560
3,16,36,148,87048
4,16,36,148,87048
5,16,36,178,119296
6,16,36,178,119296
1,16,37,218,147761
2,16,37,218,147761
3,16,37,203,119582
4,16,37,203,119582
5,16,37,245,163884
6,16,37,245,163884
1,16,38,212,143839
2,16,38,212,143839
3,16,38,197,116408
4,16,38,197,116408
5,16,38,238,159534
6,16,38,238,159534
1,16,39,160,108514
2,16,39,160,108514
3,16,39,149,87820
4,16,39,149,87820
5,16,39,180,120355
6,16,39,180,120355
1,17,1,32,22026
2,17,1,32,22026
3,17,1,30,17826
4,17,1,30,17826
5,17,1,37,24430
6,17,1,37,24430
1,17,2,99,66978
2,17,2,99,66978
3,17,2,92,54206
4,17,2,92,54206
5,17,2,111,74287
6,17,2,111,74287
1,17,3,47,31878
2,17,3,47,31878
3,17,3,44,25799
4,17,3,44,25799
5,17,3,53,35356
6,17,3,53,35356
1,17,4,162,109736
2,17,4,162,109736
3,17,4,151,88809
4,17,4,151,88809
5,17,4,182,121710
6,17,4,182,121710
1,17,5,94,63948
2,17,5,94,63948
3,17,5,88,51753
4,17,5,88,51753
5,17,5,106,70925
6,17,5,106,70925
1,17,6,51,34859
2,17,6,51,34859
3,17,6,48,28211
4,17,6,48,28211
5,17,6,58,38663
6,17,6,58,38663
1,17,7,49,33393
2,17,7,49,33393
3,17,7,46,27024
4,17,7,46,27024
5,17,7,55,37036
6,17,7,55,37036
1,17,8,31,20854
2,17,8,31,20854
3,17,8,29,16877
4,17,8,29,16877
5,17,8,35,23129
6,17,8,35,23129
1,17,9,29,19628
2,17,9,29,19628
3,17,9,27,15885
4,17,9,27,15885
5,17,9,33,21770
6,17,9,33,21770
1,17,10,144,97709
2,17,10,144,97709
3,17,10,134,79076
4,17,10,134,79076
5,17,10,162,108371
6,17,10,162,108371
1,17,11,138,93387
2,17,11,138,93387
3,17,11,128,75578
4,17,11,128,75578
5,17,11,155,103577
6,17,11,155,103577
1,17,12,91,61700
2,17,12,91,61700
3,17,12,85,49934
4,17,12,85,49934
5,17,12,102,68433
6,17,12,102,68433
1,17,13,86,58472
2,17,13,86,58472
3,17,13,80,47321
4,17,13,80,47321
5,17,13,97,64852
6,17,13,97,64852
1,17,14,52,34982
2,17,14,52,34982
3,17,14,48,28311
4,17,14,48,28311
5,17,14,58,38800
6,17,14,58,38800
1,17,15,55,37586
2,17,15,55,37586
3,17,15,52,30418
4,17,15,52,30418
5,17,15,62,41687
6,17,15,62,41687
1,17,16,49,33372
2,17,16,49,33372
3,17,16,46,27008
4,17,16,46,27008
5,17,16,55,37013
6,17,16,55,37013
1,17,17,0,0
2,17,17,0,0
3,17,17,0,0
4,17,17,0,0
5,17,17,0,0
6,17,17,0,0
1,17,18,86,58371
2,17,18,86,58371
3,17,18,80,47239
4,17,18,80,47239
5,17,18,97,64740
6,17,18,97,64740
1,17,19,46,31409
2,17,19,46,31409
3,17,19,43,25419
4,17,19,43,25419
5,17,19,52,34836
6,17,19,52,34836
1,17,20,123,83581
2,17,20,123,83581
3,17,20,115,67642
4,17,20,115,67642
5,17,20,139,92702
6,17,20,139,92702
1,17,21,125,84848
2,17,21,125,84848
3,17,21,116,68667
4,17,21,116,68667
5,17,21,141,94107
6,17,21,141,94107
1,17,22,20,13561
2,17,22,20,13561
3,17,22,19,10975
4,17,22,19,10975
5,17,22,22,15041
6,17,22,22,15041
1,17,23,18,12375
2,17,23,18,12375
3,17,23,17,10015
4,17,23,17,10015
5,17,23,21,13725
6,17,23,21,13725
1,17,24,20,13561
2,17,24,20,13561
3,17,24,19,10975
4,17,24,19,10975
5,17,24,22,15041
6,17,24,22,15041
1,17,25,126,85446
2,17,25,126,85446
3,17,25,117,69151
4,17,25,117,69151
5,17,25,142,94770
6,17,25,142,94770
1,17,26,55,37024
2,17,26,55,37024
3,17,26,51,29963
4,17,26,51,29963
5,17,26,61,41064
6,17,26,61,41064
1,17,27,9,5792
2,17,27,9,5792
3,17,27,8,4687
4,17,27,8,4687
5,17,27,10,6424
6,17,27,10,6424
1,17,28,72,48965
2,17,28,72,48965
3,17,28,67,39627
4,17,28,67,39627
5,17,28,81,54308
6,17,28,81,54308
1,17,29,173,117129
2,17,29,173,117129
3,17,29,161,94792
4,17,29,161,94792
5,17,29,194,129910
6,17,29,194,129910
1,17,30,98,66313
2,17,30,98,66313
3,17,30,91,53667
4,17,30,91,53667
5,17,30,110,73549
6,17,30,110,73549
1,17,31,107,72678
2,17,31,107,72678
3,17,31,100,58818
4,17,31,100,58818
5,17,31,120,80608
6,17,31,120,80608
1,17,32,35,24066
2,17,32,35,24066
3,17,32,33,19477
4,17,32,33,19477
5,17,32,40,26693
6,17,32,40,26693
1,17,33,141,95787
2,17,33,141,95787
3,17,33,131,77520
4,17,33,131,77520
5,17,33,159,106239
6,17,33,159,106239
1,17,34,208,141262
2,17,34,208,141262
3,17,34,194,114323
4,17,34,194,114323
5,17,34,234,156676
6,17,34,234,156676
1,17,35,247,167412
2,17,35,247,167412
3,17,35,230,135486
4,17,35,230,135486
5,17,35,277,185679
6,17,35,277,185679
1,17,36,205,139273
2,17,36,205,139273
3,17,36,191,112713
4,17,36,191,112713
5,17,36,231,154470
6,17,36,231,154470
1,17,37,264,179474
2,17,37,264,179474
3,17,37,246,145248
4,17,37,246,145248
5,17,37,297,199057
6,17,37,297,199057
1,17,38,259,175552
2,17,38,259,175552
3,17,38,241,142073
4,17,38,241,142073
5,17,38,291,194707
6,17,38,291,194707
1,17,39,207,140227
2,17,39,207,140227
3,17,39,192,113485
4,17,39,192,113485
5,17,39,232,155528
6,17,39,232,155528
1,18,1,67,45672
2,18,1,67,45672
3,18,1,63,36963
4,18,1,63,36963
5,18,1,76,50656
6,18,1,76,50656
1,18,2,122,82897
2,18,2,122,82897
3,18,2,114,67088
4,18,2,114,67088
5,18,2,137,91942
6,18,2,137,91942
1,18,3,73,49630
2,18,3,73,49630
3,18,3,68,40165
4,18,3,68,40165
5,18,3,82,55045
6,18,3,82,55045
1,18,4,185,125238
2,18,4,185,125238
3,18,4,172,101355
4,18,4,172,101355
5,18,4,208,138903
6,18,4,208,138903
1,18,5,81,54760
2,18,5,81,54760
3,18,5,75,44318
4,18,5,75,44318
5,18,5,91,60736
6,18,5,91,60736
1,18,6,77,52320
2,18,6,77,52320
3,18,6,72,42342
4,18,6,72,42342
5,18,6,87,58029
6,18,6,87,58029
1,18,7,75,50770
2,18,7,75,50770
3,18,7,70,41088
4,18,7,70,41088
5,18,7,84,56310
6,18,7,84,56310
1,18,8,69,46703
2,18,8,69,46703
3,18,8,64,37797
4,18,8,64,37797
5,18,8,77,51799
6,18,8,77,51799
1,18,9,106,71742
2,18,9,106,71742
3,18,9,98,58060
4,18,9,98,58060
5,18,9,119,79570
6,18,9,119,79570
1,18,10,167,113212
2,18,10,167,113212
3,18,10,155,91622
4,18,10,155,91622
5,18,10,188,125565
6,18,10,188,125565
1,18,11,160,108889
2,18,11,160,108889
3,18,11,149,88124
4,18,11,149,88124
5,18,11,180,120771
6,18,11,180,120771
1,18,12,114,77618
2,18,12,114,77618
3,18,12,106,62816
4,18,12,106,62816
5,18,12,129,86088
6,18,12,129,86088
1,18,13,110,74390
2,18,13,110,74390
3,18,13,102,60204
4,18,13,102,60204
5,18,13,123,82508
6,18,13,123,82508
1,18,14,76,51789
2,18,14,76,51789
3,18,14,71,41913
4,18,14,71,41913
5,18,14,86,57440
6,18,14,86,57440
1,18,15,63,42781
2,18,15,63,42781
3,18,15,59,34622
4,18,15,59,34622
5,18,15,71,47449
6,18,15,71,47449
1,18,16,75,50833
2,18,16,75,50833
3,18,16,70,41139
4,18,16,70,41139
5,18,16,84,56380
6,18,16,84,56380
1,18,17,86,58371
2,18,17,86,58371
3,18,17,80,47239
4,18,17,80,47239
5,18,17,97,64740
6,18,17,97,64740
1,18,18,0,0
2,18,18,0,0
3,18,18,0,0
4,18,18,0,0
5,18,18,0,0
6,18,18,0,0
1,18,19,41,28043
2,18,19,41,28043
3,18,19,38,22695
4,18,19,38,22695
5,18,19,46,31103
6,18,19,46,31103
1,18,20,146,99084
2,18,20,146,99084
3,18,20,136,80188
4,18,20,136,80188
5,18,20,164,109895
6,18,20,164,109895
1,18,21,148,100351
2,18,21,148,100351
3,18,21,138,81214
4,18,21,138,81214
5,18,21,166,111300
6,18,21,166,111300
1,18,22,74,50222
2,18,22,74,50222
3,18,22,69,40645
4,18,22,69,40645
5,18,22,83,55702
6,18,22,83,55702
1,18,23,72,49035
2,18,23,72,49035
3,18,23,67,39684
4,18,23,67,39684
5,18,23,81,54386
6,18,23,81,54386
1,18,24,74,50222
2,18,24,74,50222
3,18,24,69,40645
4,18,24,69,40645
5,18,24,83,55702
6,18,24,83,55702
1,18,25,149,100948
2,18,25,149,100948
3,18,25,138,81697
4,18,25,138,81697
5,18,25,167,111963
6,18,25,167,111963
1,18,26,77,52215
2,18,26,77,52215
3,18,26,72,42257
4,18,26,72,42257
5,18,26,87,57912
6,18,26,87,57912
1,18,27,91,61539
2,18,27,91,61539
3,18,27,84,49803
4,18,27,84,49803
5,18,27,102,68254
6,18,27,102,68254
1,18,28,96,64883
2,18,28,96,64883
3,18,28,89,52510
4,18,28,89,52510
5,18,28,108,71963
6,18,28,108,71963
1,18,29,194,131467
2,18,29,194,131467
3,18,29,180,106396
4,18,29,180,106396
5,18,29,218,145813
6,18,29,218,145813
1,18,30,121,82232
2,18,30,121,82232
3,18,30,113,66550
4,18,30,113,66550
5,18,30,136,91204
6,18,30,136,91204
1,18,31,130,88180
2,18,31,130,88180
3,18,31,121,71364
4,18,31,121,71364
5,18,31,146,97802
6,18,31,146,97802
1,18,32,67,45410
2,18,32,67,45410
3,18,32,62,36750
4,18,32,62,36750
5,18,32,75,50365
6,18,32,75,50365
1,18,33,164,111289
2,18,33,164,111289
3,18,33,153,90066
4,18,33,153,90066
5,18,33,184,123432
6,18,33,184,123432
1,18,34,231,156764
2,18,34,231,156764
3,18,34,215,126869
4,18,34,215,126869
5,18,34,260,173869
6,18,34,260,173869
1,18,35,269,182914
2,18,35,269,182914
3,18,35,251,148032
4,18,35,251,148032
5,18,35,303,202873
6,18,35,303,202873
1,18,36,228,154775
2,18,36,228,154775
3,18,36,212,125259
4,18,36,212,125259
5,18,36,257,171664
6,18,36,257,171664
1,18,37,287,194976
2,18,37,287,194976
3,18,37,267,157794
4,18,37,267,157794
5,18,37,323,216251
6,18,37,323,216251
1,18,38,281,191054
2,18,38,281,191054
3,18,38,262,154619
4,18,38,262,154619
5,18,38,317,211901
6,18,38,317,211901
1,18,39,229,155729
2,18,39,229,155729
3,18,39,214,126031
4,18,39,214,126031
5,18,39,258,172722
6,18,39,258,172722
1,19,1,28,18710
2,19,1,28,18710
3,19,1,26,15142
4,19,1,26,15142
5,19,1,31,20752
6,19,1,31,20752
1,19,2,83,56587
2,19,2,83,56587
3,19,2,78,45796
4,19,2,78,45796
5,19,2,94,62762
6,19,2,94,62762
1,19,3,34,22923
2,19,3,34,22923
3,19,3,31,18551
4,19,3,31,18551
5,19,3,38,25424
6,19,3,38,25424
1,19,4,146,99344
2,19,4,146,99344
3,19,4,136,80399
4,19,4,136,80399
5,19,4,165,110184
6,19,4,165,110184
1,19,5,54,36614
2,19,5,54,36614
3,19,5,50,29632
4,19,5,50,29632
5,19,5,61,40610
6,19,5,61,40610
1,19,6,38,25689
2,19,6,38,25689
3,19,6,35,20790
4,19,6,35,20790
5,19,6,43,28492
6,19,6,43,28492
1,19,7,36,24164
2,19,7,36,24164
3,19,7,33,19556
4,19,7,33,19556
5,19,7,40,26801
6,19,7,40,26801
1,19,8,29,19741
2,19,8,29,19741
3,19,8,27,15976
4,19,8,27,15976
5,19,8,33,21895
6,19,8,33,21895
1,19,9,66,44779
2,19,9,66,44779
3,19,9,61,36240
4,19,9,61,36240
5,19,9,74,49666
6,19,9,74,49666
1,19,10,129,87318
2,19,10,129,87318
3,19,10,120,70666
4,19,10,120,70666
5,19,10,145,96846
6,19,10,145,96846
1,19,11,122,82995
2,19,11,122,82995
3,19,11,114,67168
4,19,11,114,67168
5,19,11,138,92051
6,19,11,138,92051
1,19,12,76,51309
2,19,12,76,51309
3,19,12,70,41524
4,19,12,70,41524
5,19,12,85,56907
6,19,12,85,56907
1,19,13,71,48081
2,19,13,71,48081
3,19,13,66,38911
4,19,13,66,38911
5,19,13,80,53327
6,19,13,80,53327
1,19,14,37,25311
2,19,14,37,25311
3,19,14,35,20484
4,19,14,35,20484
5,19,14,42,28073
6,19,14,42,28073
1,19,15,26,17936
2,19,15,26,17936
3,19,15,25,14515
4,19,15,25,14515
5,19,15,30,19893
6,19,15,30,19893
1,19,16,36,24202
2,19,16,36,24202
3,19,16,33,19587
4,19,16,33,19587
5,19,16,40,26843
6,19,16,40,26843
1,19,17,46,31409
2,19,17,46,31409
3,19,17,43,25419
4,19,17,43,25419
5,19,17,52,34836
6,19,17,52,34836
1,19,18,41,28043
2,19,18,41,28043
3,19,18,38,22695
4,19,18,38,22695
5,19,18,46,31103
6,19,18,46,31103
1,19,19,0,0
2,19,19,0,0
3,19,19,0,0
4,19,19,0,0
5,19,19,0,0
6,19,19,0,0
1,19,20,108,73190
2,19,20,108,73190
3,19,20,100,59232
4,19,20,100,59232
5,19,20,121,81176
6,19,20,121,81176
1,19,21,110,74457
2,19,21,110,74457
3,19,21,102,60258
4,19,21,102,60258
5,19,21,123,82581
6,19,21,123,82581
1,19,22,34,23260
2,19,22,34,23260
3,19,22,32,18824
4,19,22,32,18824
5,19,22,39,25798
6,19,22,39,25798
1,19,23,33,22073
2,19,23,33,22073
3,19,23,30,17864
4,19,23,30,17864
5,19,23,37,24482
6,19,23,37,24482
1,19,24,34,23260
2,19,24,34,23260
3,19,24,32,18824
4,19,24,32,18824
5,19,24,39,25798
6,19,24,39,25798
1,19,25,111,75055
2,19,25,111,75055
3,19,25,103,60741
4,19,25,103,60741
5,19,25,124,83244
6,19,25,124,83244
1,19,26,38,25942
2,19,26,38,25942
3,19,26,36,20995
4,19,26,36,20995
5,19,26,43,28773
6,19,26,43,28773
1,19,27,51,34577
2,19,27,51,34577
3,19,27,47,27983
4,19,27,47,27983
5,19,27,57,38350
6,19,27,57,38350
1,19,28,57,38573
2,19,28,57,38573
3,19,28,53,31217
4,19,28,53,31217
5,19,28,64,42782
6,19,28,64,42782
1,19,29,157,106737
2,19,29,157,106737
3,19,29,146,86382
4,19,29,146,86382
5,19,29,177,118384
6,19,29,177,118384
1,19,30,82,55922
2,19,30,82,55922
3,19,30,77,45257
4,19,30,77,45257
5,19,30,93,62024
6,19,30,93,62024
1,19,31,92,62286
2,19,31,92,62286
3,19,31,85,50408
4,19,31,85,50408
5,19,31,103,69083
6,19,31,103,69083
1,19,32,27,18452
2,19,32,27,18452
3,19,32,25,14933
4,19,32,25,14933
5,19,32,31,20466
6,19,32,31,20466
1,19,33,126,85395
2,19,33,126,85395
3,19,33,117,69110
4,19,33,117,69110
5,19,33,142,94713
6,19,33,142,94713
1,19,34,193,130870
2,19,34,193,130870
3,19,34,180,105913
4,19,34,180,105913
5,19,34,217,145150
6,19,34,217,145150
1,19,35,231,157020
2,19,35,231,157020
3,19,35,215,127076
4,19,35,215,127076
5,19,35,260,174154
6,19,35,260,174154
1,19,36,190,128881
2,19,36,190,128881
3,19,36,177,104303
4,19,36,177,104303
5,19,36,214,142945
6,19,36,214,142945
1,19,37,249,169082
2,19,37,249,169082
3,19,37,232,136838
4,19,37,232,136838
5,19,37,280,187532
6,19,37,280,187532
1,19,38,243,165160
2,19,38,243,165160
3,19,38,227,133664
4,19,38,227,133664
5,19,38,274,183182
6,19,38,274,183182
1,19,39,191,129835
2,19,39,191,129835
3,19,39,178,105076
4,19,39,178,105076
5,19,39,215,144003
6,19,39,215,144003
1,20,1,95,64634
2,20,1,95,64634
3,20,1,89,52308
4,20,1,89,52308
5,20,1,107,71686
6,20,1,107,71686
1,20,2,43,29053
2,20,2,43,29053
3,20,2,40,23512
4,20,2,40,23512
5,20,2,48,32223
6,20,2,48,32223
1,20,3,80,54147
2,20,3,80,54147
3,20,3,74,43821
4,20,3,74,43821
5,20,3,90,60056
6,20,3,90,60056
1,20,4,40,27333
2,20,4,40,27333
3,20,4,37,22120
4,20,4,37,22120
5,20,4,45,30315
6,20,4,45,30315
1,20,5,73,49733
2,20,5,73,49733
3,20,5,68,40249
4,20,5,68,40249
5,20,5,82,55160
6,20,5,82,55160
1,20,6,79,53355
2,20,6,79,53355
3,20,6,73,43180
4,20,6,73,43180
5,20,6,88,59177
6,20,6,88,59177
1,20,7,75,50913
2,20,7,75,50913
3,20,7,70,41204
4,20,7,70,41204
5,20,7,84,56469
6,20,7,84,56469
1,20,8,98,66661
2,20,8,98,66661
